Census_type,Year,Geographic_area,Detail_level,State,Creator,Year_rough,Useful_info,Reference,Pagenumber,Digitized_link,Transcribed,Tabulated,Transcription_link,Table_link,Archival_portal_link
Skattemanntall,,"Salten, Troms, Finnmark",Finnebyer,Norge,Hans Olufsen,1597-1601,Hans Olufsens relation om nordlandene,RA/EA-4061/F/L0078,309-323,https://www.digitalarkivet.no/da20110216620311,Nei,Nei,x,x,x
Skattemanntall,1599,Troms - Ofoten fjellet,Uklart,Norge,,,,RA/EA-4061/F/L0079,108-110,https://media.digitalarkivet.no/view/65987/108,Nei,Nei,x,x,x
Skattemanntall,1599,Salten - Troms,Uklart,Norge,,,,RA/EA-4061/F/L0079,136-142,https://media.digitalarkivet.no/view/65987/137,Nei,Nei,x,x,x
Skattemanntall,1599,Troms,Uklart,Norge,,,Ser ut til å ta to turer eller kopi,RA/EA-4061/F/L0079,142-144,https://media.digitalarkivet.no/view/65987/142,Nei,Nei,x,x,x
Skattemanntall,1599,Kemi Lappmark,Finnebyer,Sverige,Jöns Carlson,,Fjellsamer,SE/RA/5121/5121.18/1603: 9,115,https://sok.riksarkivet.se/bildvisning/A0044633_00115,Nei,Nei,x,x,x
Skattemanntall,1599,Pite Lappmark,Finnebyer,Sverige,Rikard Jørenson,,Fjellsamer,SE/RA/5121/5121.18/1599: 9,58,https://sok.riksarkivet.se/bildvisning/A0044625_00058,Nei,Nei,x,x,x
Skattemanntall,1599,Lule Lappmark,Finnebyer,Sverige,Hans Larson,,Fjellsamer,SE/RA/5121/5121.18/1599: 9,71,https://sok.riksarkivet.se/bildvisning/A0044625_00071,Nei,Nei,x,x,x
Skattemanntall,1600,Torne Lappmark,Finnebyer,Sverige,Olof Olsson,,Fjellsamer,SE/RA/5121/5121.18/1601: 10,36,https://sok.riksarkivet.se/bildvisning/A0044629_00036#?c=&m=&s=&cv=35&xywh=1032%2C658%2C5132%2C3158,Nei,Nei,x,x,x
Skattemanntall,1600,Torne Lappmark,Uklart,Sverige,Arendt Josting,,Fjellsamer,SE/RA/5121/5121.18/1600: 6,72,https://sok.riksarkivet.se/bildvisning/A0044628_00072#?c=&m=&s=&cv=71&xywh=2577%2C1038%2C3731%2C2295,Nei,Nei,x,x,x
Skattemanntall,1600,"Finnmark, Troms, Salten",Finnebyer,Sverige,Jöns Olsson,,Sjøsamer,SE/RA/5121/5121.18/1600: 1,73,https://sok.riksarkivet.se/bildvisning/A0044626_00073#?c=&m=&s=&cv=72&xywh=-178%2C99%2C7390%2C4547,Nei,Nei,x,x,x
Skattemanntall,1600,Kemi Lappmark,Finnebyer,Sverige,Jöns Carlsson,,Fjellsamer,SE/RA/5121/5121.18/1603: 9,95,https://sok.riksarkivet.se/bildvisning/A0044633_00095,Nei,Nei,x,x,x
Skattemanntall,1600,Lule Lappmark,Finnebyer,Sverige,Hans Larson,,Fjellsamer,SE/RA/5121/5121.18/1600: 5,51,https://sok.riksarkivet.se/bildvisning/A0044627_00051,Nei,Nei,x,x,x
Skattemanntall,1600,Pite Lappmark,Finnebyer,Sverige,Rikard Jørenson,,Fjellsamer,SE/RA/5121/5121.18/1600: 5,34,https://sok.riksarkivet.se/bildvisning/A0044627_00034,Nei,Nei,x,x,x
Skattemanntall,1601,"Torne, Finnmark, Troms, Salten",Finnebyer,Sverige,Jöns Olsson,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1600: 1,31,https://sok.riksarkivet.se/bildvisning/A0044626_00031#?c=&m=&s=&cv=30&xywh=825%2C671%2C3941%2C2425,Nei,Nei,x,x,x
Leidangsmanntall,1601,Ytre Finnmark,Bygder,Norge,Oluf Pedersen,,Nordmenn,RA/EA-5023/R/Rb/Rbæ/L0001,303-316,https://www.digitalarkivet.no/rk20080922620312,Nei,Nei,x,x,x
Skattemanntall,1601,Finnmark,Finnebyer,Norge,Oluf Pedersen,,Sjø- og fjellsamer,RA/EA-5023/R/Rb/Rbæ/L0001,318-324,https://www.digitalarkivet.no/rk20080922620328,Nei,Nei,x,x,x
Skattemanntall,1601,Kemi Lappmark,Finnebyer,Sverige,Jons Karlson,,Fjellsamer,SE/RA/5121/5121.18/1603: 9,80,https://sok.riksarkivet.se/bildvisning/A0044633_00080,Nei,Nei,x,x,x
Skattemanntall,1601,Lule Lappmark,Finnebyer,Sverige,Hans Larson,,Fjellsamer,SE/RA/5121/5121.18/1600: 5,18,https://sok.riksarkivet.se/bildvisning/A0044627_00018,Nei,Nei,x,x,x
Skattemanntall,1601,Umeå og Angermanland Lappmark,Finnebyer,Sverige,Carl Meelson,,Fjellsamer,SE/RA/5121/5121.18/1602: 9,37,https://sok.riksarkivet.se/bildvisning/A0044631_00037,Nei,Nei,x,x,x
Skattemanntall,1601,Pite Lappmark,Finnebyer,Sverige,Anders Anderson,,Fjellsamer,SE/RA/5121/5121.18/1603: 8,79,https://sok.riksarkivet.se/bildvisning/A0044632_00079,Nei,Nei,x,x,x
Skattemanntall,1602,Lule Lappmark,Finnebyer,Sverige,Hans Larson,,Fjellsamer,SE/RA/5121/5121.18/1602: 8,55,https://sok.riksarkivet.se/bildvisning/A0044630_00055,Nei,Nei,x,x,x
Skattemanntall,1602,"Torne Lappmark, Finnmark, Troms, Salten",Finnebyer,Sverige,Jöns Olsson,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1602: 8,85,https://sok.riksarkivet.se/bildvisning/A0044630_00085#?c=&m=&s=&cv=84&xywh=899%2C426%2C3964%2C2439,Nei,Nei,x,x,x
Skattemanntall,1602,Kemi Lappmark,Finnebyer,Sverige,Jöns Karlsson,,Fjellsamer,SE/RA/5121/5121.18/1603: 9,67,https://sok.riksarkivet.se/bildvisning/A0044633_00067#?c=&m=&s=&cv=66&xywh=2524%2C678%2C3531%2C2172,Nei,Nei,x,x,x
Skattemanntall,1602,Tromsø fogderi og Finnmark,Finnebyer,Norge,Bertil *sen,,"Sjø- og fjellsamer, Virker ukomplett",RA/EA-5023/R/Rb/Rbæ/L0001,374-384,https://www.digitalarkivet.no/rk20080922620385,Nei,Nei,x,x,x
Skattemanntall,1602,Pite Lappmark,Finnebyer,Sverige,Anders Anderson,,Fjellsamer,SE/RA/5121/5121.18/1603: 8,56,https://sok.riksarkivet.se/bildvisning/A0044632_00056,Nei,Nei,x,x,x
Skattemanntall,1602,Umeå og Angermanland Lappmark,Finnebyer,Sverige,Carl Meelson,,Fjellsamer,SE/RA/5121/5121.18/1602: 9,43,https://sok.riksarkivet.se/bildvisning/A0044631_00043,Nei,Nei,x,x,x
Skattemanntall,1603,Svensk Lappland,Finnebyer,Sverige,Daniel Theodij,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1603: 10,10,https://sok.riksarkivet.se/bildvisning/A0044634_00010,Nei,Nei,x,x,x
Skattemanntall,1603,"Kemi, Torneå, Finnmark, Troms",Finnebyer,Sverige,Oluf Burmann,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1603: 9,39,https://sok.riksarkivet.se/bildvisning/A0044633_00039#?c=&m=&s=&cv=38&xywh=2832%2C828%2C3109%2C1913,Nei,Nei,x,x,x
Skattemanntall,1603,Umeå og Angermanland Lappmark,Finnebyer,Sverige,Carll Uneson,,fjellsamer,SE/RA/5121/5121.18/1604: 8,31,https://sok.riksarkivet.se/bildvisning/A0044635_00031,Nei,Nei,x,x,x
Skattemanntall,1603,Pite og Lule Lappmark,Finnebyer,Sverige,* Bengtson,,Fjellsamer,SE/RA/5121/5121.18/1603: 8,26,https://sok.riksarkivet.se/bildvisning/A0044632_00026,Nei,Nei,x,x,x
Skattemanntall,1604,Ofoten,Finnebyer,Sverige,[Uklart],,Sjøsamer,SE/RA/5121/5121.18/1604: 8,77,https://sok.riksarkivet.se/bildvisning/A0044635_00077,Nei,Nei,x,x,x
Skattemanntall,1604,Kemi Lappmark,Finnebyer,Sverige,Mårten Påffuelsen,,fjellsamer,SE/RA/5121/5121.18/1604: 8,133,https://sok.riksarkivet.se/bildvisning/A0044635_00133,Nei,Nei,x,x,x
Skattemanntall,1604,Umeå og Angermanland Lappmark,Finnebyer,Sverige,Carll Uneson,,fjellsamer,SE/RA/5121/5121.18/1604: 8,20,https://sok.riksarkivet.se/bildvisning/A0044635_00020,Nei,Nei,x,x,x
Skattemanntall,1604,Pite Lappmark,Finnebyer,Sverige,Anders Anderson,,Fjellsamer,SE/RA/5121/5121.18/1604: 8,48,https://sok.riksarkivet.se/bildvisning/A0044635_00048,Nei,Nei,x,x,x
Skattemanntall,1604,Lule Lappmark,Finnebyer,Sverige,Hans Larson,,Fjellsamer,SE/RA/5121/5121.18/1604: 8,68,https://sok.riksarkivet.se/bildvisning/A0044635_00068,Nei,Nei,x,x,x
Skattemanntall,1604,"Torne Lappmark, Troms. Finnmark",Finnebyer,Sverige,Oluff Anundson,,Sjø- og fjellsamer,SE/RA/5121/5121.18/1604: 8,92,https://sok.riksarkivet.se/bildvisning/A0044635_00092,Nei,Nei,x,x,x
Skattemanntall,1605,Senja,Finnebyer,Norge,Bille,,Sjøsamer,AV/RA-EA-4061/F/L0079/0003,31,https://media.digitalarkivet.no/view/66446/31,Nei,Nei,x,x,x
Skattemanntall,1605,Troms,Finnebyer,Norge,Bille,,Sjøsamer,AV/RA-EA-4061/F/L0079/0003,19,https://media.digitalarkivet.no/view/66446/19,Nei,Nei,x,x,x
Skattemanntall,1605,Ofoten,Finnebyer,Norge,Bille,,Sjøsamer,AV/RA-EA-4061/F/L0079/0003,24,https://media.digitalarkivet.no/view/66446/24,Nei,Nei,x,x,x
Skattemanntall,1605,"Torne Lappmark, Finnmark",Finnebyer,Sverige,Oluff Anundson,,fjellsamer,SE/RA/5121/5121.18/1605: 2,47,https://sok.riksarkivet.se/bildvisning/A0044636_00047,Nei,Nei,x,x,x
Skattemanntall,1605,Kemi Lappmark,Finnebyer,Sverige,Jöns Karlsson,,fjellsamer,SE/RA/5121/5121.18/1605: 2,103,https://sok.riksarkivet.se/bildvisning/A0044636_00103,Nei,Nei,x,x,x
Skattemanntall,1605,Torne Lappmark,Finnebyer,Sverige,[Ukjent] Oluff Anundson,,fjellsamer,SE/RA/5121/5121.18/1605: 2,126,https://sok.riksarkivet.se/bildvisning/A0044636_00126,Nei,Nei,x,x,x
Skattemanntall,1605,"Finnmark, Troms, Salten",Finnebyer,Sverige,Anders Erichson,,Sjøsamer,SE/RA/5121/5121.18/1605: 10,23,https://sok.riksarkivet.se/bildvisning/A0044637_00023,Nei,Nei,x,x,x
Skattemanntall,1605,Lule Lappmark,Finnebyer,Sverige,Hans Larsson,,Fjellsamer,SE/RA/5121/5121.18/1605: 2,81,https://sok.riksarkivet.se/bildvisning/A0044636_00081,Nei,Nei,x,x,x
Skattemanntall,1605,"Pite, Umeå og Angermanland Lappmark",Finnebyer,Sverige,Carll Uneson,,Fjellsamer,SE/RA/5121/5121.18/1605: 2,14,https://sok.riksarkivet.se/bildvisning/A0044636_00014,Nei,Nei,x,x,x
Skattemanntall,1606,Kemi Lappmark,Finnebyer,Sverige,Jöns Karlson,,Fjellsamer,SE/RA/5121/5121.18/1606: 5,13,https://sok.riksarkivet.se/bildvisning/A0044638_00013,Nei,Nei,x,x,x
Skattemanntall,1606,"Torne Lappmark, Indre Finnmark",Finnebyer,Sverige,Oluff Amundson,,Fjellsamer,SE/RA/5121/5121.18/1606: 5,59,https://sok.riksarkivet.se/bildvisning/A0044638_00059,Nei,Nei,x,x,x
Skattemanntall,1606,Finnmark,Finnebyer,Sverige,Berhard Von Kaldens,,Sjøsamer,SE/RA/5121/5121.18/1606: 5,81,https://sok.riksarkivet.se/bildvisning/A0044638_00081,Nei,Nei,x,x,x
Skattemanntall,1606,Lule Lappmark,Finnebyer,Sverige,Hans Larsson,,Fjellsamer,SE/RA/5121/5121.18/1606: 6,28,https://sok.riksarkivet.se/bildvisning/A0044639_00028,Nei,Nei,x,x,x
Skattemanntall,1606,"Pite, Umeå og Angermanland Lappmark",Finnebyer,Sverige,Carll Uneson,,Fjellsamer,SE/RA/5121/5121.18/1606: 8,27,https://sok.riksarkivet.se/bildvisning/A0044640_00027,Nei,Nei,x,x,x
Skattemanntall,1607,"Salten, Ofoten, Troms, Finnmark",Finnebyer,Sverige,Baltzar Bats Carll,,"Sjøsamer, døde til slutt",SE/RA/5121/5121.18/1607: 6,8,https://sok.riksarkivet.se/bildvisning/A0044641_00008,Nei,Nei,x,x,x
Skattemanntall,1607,Kemi Lappmark,Finnebyer,Sverige,Mats Josepsson,,Fjellsamer,SE/RA/5121/5121.18/1607: 6,43,https://sok.riksarkivet.se/bildvisning/A0044641_00043,Nei,Nei,x,x,x
Skattemanntall,1607,"Ume, Pite, Angermanland Lappmark, Trøndelag, Helgeland",Finnebyer,Sverige,Carll Uneson,,"Fjellsamer, Skogssamer",SE/RA/5121/5121.18/1607: 6,92,https://sok.riksarkivet.se/bildvisning/A0044641_00092,Nei,Nei,x,x,x
Skattemanntall,1607,Lule Lappmark,Finnebyer,Sverige,Hans Larsson,,Fjellsamer,SE/RA/5121/5121.18/1606: 6,184,https://sok.riksarkivet.se/bildvisning/A0044641_00184,Nei,Nei,x,x,x
Skattemanntall,1607,Torne Lappmark,Finnebyer,Sverige,Oluff Anundson,,Fjellsamer,SE/RA/5121/5121.18/1607: 6,137,https://sok.riksarkivet.se/bildvisning/A0044641_00137,Nei,Nei,x,x,x
Leidangsmanntall,1608,Kysten av Finnmark,Bygder,Norge,fogden?,,Nordmenn,RA/EA-4061/F/L0078,201-213,https://www.digitalarkivet.no/da20110216620203,Nei,Nei,x,x,x
Skattemanntall,1608,Kysten av Finnmark,Finnebyer,Norge,fogden?,,Sjøsamer,RA/EA-4061/F/L0078,214-217,https://www.digitalarkivet.no/da20110216620216,Nei,Nei,x,x,x
Skattemanntall,1608,"Salten, Ofoten",Finnebyer,Sverige,Peder Erichson,,Sjøsamer,SE/RA/5121/5121.18/1608: 11,28,https://sok.riksarkivet.se/bildvisning/A0044642_00028,Nei,Nei,x,x,x
Skattemanntall,1608,Kemi Lappmark,Finnebyer,Sverige,Jöns Martisson,,Sjøsamer,SE/RA/5121/5121.18/1608: 11,66,https://sok.riksarkivet.se/bildvisning/A0044642_00066,Nei,Nei,x,x,x
Skattemanntall,1608,Torne,Finnebyer,Sverige,Lars Larson,,Fjellsamer,SE/RA/5121/5121.18/1608: 11,104,https://sok.riksarkivet.se/bildvisning/A0044642_00104,Nei,Nei,x,x,x
Skattemanntall,1608,"Finnmark, Troms",Finnebyer,Sverige,Erich Johanson,,Sjøsamer,SE/RA/5121/5121.18/1608: 11,117,https://sok.riksarkivet.se/bildvisning/A0044642_00117,Nei,Nei,x,x,x
Skattemanntall,1608,Lule Lappmark,Finnebyer,Sverige,Niels Jönson,,Fjellsamer,SE/RA/5121/5121.18/1608: 11,40,https://sok.riksarkivet.se/bildvisning/A0044642_00040,Nei,Nei,x,x,x
Skattemanntall,1608,"Ume, Pite, Angermanland Lappmark, Trøndelag, Helgeland",Finnebyer,Sverige,Peder Erichson,,"Fjellsamer, Skogssamer",SE/RA/5121/5121.18/1608: 11,14,https://sok.riksarkivet.se/bildvisning/A0044642_00014,Nei,Nei,x,x,x
Skattemanntall,1609,Finnmark,Finnebyer,Norge,[Uklart],,Fjellsamer,RA/EA-4061/F/L0078,235-236,https://media.digitalarkivet.no/view/65986/235,Nei,Nei,x,x,x
Manntall,1609,Kysten av Finnmark,Bygder,Norge,[Uklart],,Nordmenn,RA/EA-4061/F/L0078,239-251,https://media.digitalarkivet.no/view/65986/239,Nei,Nei,x,x,x
Skattemanntall,[Uklart],Ofoten,[Uklart],Norge,Axell Olsen,1590-1605,Nils orainen er nevnt og Torne lappmark,RA/EA-4061/F/L0078,21-23,https://media.digitalarkivet.no/view/65986/21,Nei,Nei,x,x,x
Skattemanntall,1610,"Senja, Troms",Tingsted,Norge,Søffren Bunndssen,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0001,225,https://media.digitalarkivet.no/view/77104/226,Nei,Nei,x,x,x
Skattemanntall,1610,Kemi,Finnebyer,Sverige,Jöns Martisson,,Fjellsamer,SE/RA/5121/5121.18/1610: 15,8,https://sok.riksarkivet.se/bildvisning/A0044643_00008,Nei,Nei,x,x,x
Skattemanntall,1610,"Ume, Pite, Angermanland Lappmark",Finnebyer,Sverige,Peder Erichson,,"Fjellsamer, Skogssamer",SE/RA/5121/5121.18/1610: 15,45,https://sok.riksarkivet.se/bildvisning/A0044643_00045,Nei,Nei,x,x,x
Skattemanntall,1610,Lule Lappmark,Finnebyer,Sverige,Reinhåltt Steger,,Fjellsamer,SE/RA/5121/5121.18/1612: 14,30,https://sok.riksarkivet.se/bildvisning/A0044646_00030,Nei,Nei,x,x,x
Manntall,1611,"Senja, Troms",Tingsted,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0003,28,https://media.digitalarkivet.no/view/77106/28,Nei,Nei,x,x,x
Skattemanntall,1611,Troms,Finnebyer,Norge,,1611-1613,Sjøsamer,RA/EA-4061/F/L0079,155-159,https://media.digitalarkivet.no/view/65987/155,Nei,Nei,x,x,x
Skattemanntall,1611,Troms,Finnebyer,Norge,Thomas Skostorp,1611-1613,Sjøsamer,RA/EA-4061/F/L0079,176-181,https://media.digitalarkivet.no/view/65987/176,Nei,Nei,x,x,x
Skattemanntall,1611,"Ume, Pite, Angermanland Lappmark",Finnebyer,Sverige,Peder Erichson,,"Fjellsamer, Skogssamer",SE/RA/5121/5121.18/1611: 13,22,https://sok.riksarkivet.se/bildvisning/A0044644_00022,Nei,Nei,x,x,x
Skattemanntall,1611,Lule Lappmark,Finnebyer,Sverige,Lars Larsson,,Fjellsamer,SE/RA/5121/5121.18/1611: 13,55,https://sok.riksarkivet.se/bildvisning/A0044644_00055,Nei,Nei,x,x,x
Manntall,1612,"Senja, Troms",Tingsted,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0004,133,https://media.digitalarkivet.no/view/77107/133,Nei,Nei,x,x,x
Skattemanntall,1612,"Kemi, Indre Finnmark",Finnebyer,Sverige,Erich Johanson,,Fjellsamer,SE/RA/5121/5121.18/1612: 12,15,https://sok.riksarkivet.se/bildvisning/A0044645_00015,Nei,Nei,x,x,x
Skattemanntall,1612,Salten og Troms,Bygder- Finnebyer,Norge,Thomas Skostorp,,Sjøsamer,RA/EA-4061/F/L0079,60-70,https://media.digitalarkivet.no/view/65987/60,Nei,Nei,x,x,x
Skattemanntall,1612,Salten,Finnebyer,Norge,,,Sjøsamer - de som betaler til svenskene,RA/EA-5023/R/Rb/Rbz/L0004,344,https://media.digitalarkivet.no/view/77107/344,Nei,Nei,x,x,x
Skattemanntall,1612,"Lule, Pite, Ume, Angermanland Lappmark, Trøndelag, Helgeland",Finnebyer,Sverige,Reinhåltt Steger,,Fjellsamer,SE/RA/5121/5121.18/1612: 14,57,https://sok.riksarkivet.se/bildvisning/A0044646_00057,Nei,Nei,x,x,x
Manntall,1613,"Senja, Troms",Tingsted,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0005,261,https://media.digitalarkivet.no/view/77108/261,Nei,Nei,x,x,x
Skattemanntall,1613,Torne Lappmark,Finnebyer,Sverige,Erich Johanson,,Fjellsamer (kun delvis),SE/RA/5121/5121.18/1613: 2,61,https://sok.riksarkivet.se/bildvisning/A0044647_00061,Nei,Nei,x,x,x
Skattemanntall,1613,Troms,Finnebyer,Norge,Thomas Skostorp,,Sjøsamer,RA/EA-4061/F/L0079,86-91,https://media.digitalarkivet.no/view/65987/86,Nei,Nei,x,x,x
Skattemanntall,1613,Senja,Finnebyer,Norge,,,Sjøsamer,RA/EA-4061/F/L0079,92-93,https://media.digitalarkivet.no/view/65987/92,Nei,Nei,x,x,x
Skattemanntall,,Salten/ Ofoten,Finnebyer,Norge,Bille,,Sjøsamer,RA/EA-4061/F/L0079,164-170,https://media.digitalarkivet.no/view/65987/164,Nei,Nei,x,x,x
Skattemanntall,,Troms,Finnebyer,Norge,Bille,,Sjøsamer,RA/EA-4061/F/L0079,171-174,https://media.digitalarkivet.no/view/65987/171,Nei,Nei,x,x,x
Skattemanntall,1613,Salten,Finnebyer,Norge,,,Sjøsamer,RA/EA-4061/F/L0079,182-187,https://media.digitalarkivet.no/view/65987/182,Nei,Nei,x,x,x
Leidangsmanntall,1613,Ytre Finnmark,Finnebyer,Norge,Claus Cagge,,Sjøsamer,RA/EA-5023/R/Rb/Rbæ/L0003,72,https://media.digitalarkivet.no/view/77148/72,Nei,Nei,x,x,x
Skattemanntall,1613,Ytre Finnmar,Bygder,Norge,Claus Cagge,,Nordmenn,RA/EA-5023/R/Rb/Rbæ/L0003,20,https://media.digitalarkivet.no/view/77148/20,Nei,Nei,x,x,x
Skattemanntall,1613,"Pite, Lule, Ume, Angermanland Lappmark, Trøndelag, Helgeland",Finnebyer,Sverige,Reinholt Steger,,Fjellsamer,SE/RA/5121/5121.18/1613: 2,18,https://sok.riksarkivet.se/bildvisning/A0044647_00018,Nei,Nei,x,x,x
Skatt og Leidang,1614,"Senja, Troms",Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0006:,169,https://media.digitalarkivet.no/view/77109/169,Nei,Nei,x,x,x
Skattemanntall,1614,Kemi og Torne Lappmark,Finnebyer,Sverige,Reinholt Steger,,Fjellsamer,SE/RA/5121/5121.18/1614: 10,47,https://sok.riksarkivet.se/bildvisning/A0044648_00047,Nei,Nei,x,x,x
Manntall,1614,"Senja, Troms",Tingsted,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0007,49,https://media.digitalarkivet.no/view/77110/49,Nei,Nei,x,x,x
,1614,Ytre Finnmark,Bygder,Norge,Claus Cagge,,Nordmenn,RA/EA-5023/R/Rb/Rbæ/L0003,53,https://media.digitalarkivet.no/view/77148/53,Nei,Nei,x,x,x
Leidangsmanntall,1614,Ytre Finnmark,Finnebyer,Norge,Claus Cagge,,Sjøsamer,RA/EA-5023/R/Rb/Rbæ/L0003,78,https://www.digitalarkivet.no/rk20080922620813,Nei,Nei,x,x,x
Leidangsmanntall,1614,Ytre Finnmark,Finnebyer,Norge,Claus Cagge,,Sjøsamer,RA/EA-5023/R/Rb/Rbæ/L0003,91,https://media.digitalarkivet.no/view/77148/91,Nei,Nei,x,x,x
Skattemanntall,1614,Sør-Varanger,Finnebyer,Norge,Claus Cagge,,Østerhavsamer,RA/EA-5023/R/Rb/Rbæ/L0003,95,https://media.digitalarkivet.no/view/77148/95,Nei,Nei,x,x,x
Skattemanntall,1614,Pite Lappmark,Finnebyer,Sverige,Hans Nielson,,Fjellsamer,SE/RA/5121/5121.18/1614: 10,15,https://sok.riksarkivet.se/bildvisning/A0044648_00015,Nei,Nei,x,x,x
Skattemanntall,1614,Lule Lappmark,Finnebyer,Sverige,Anders Anderson,,Fjellsamer,SE/RA/5121/5121.18/1614: 10,87,https://sok.riksarkivet.se/bildvisning/A0044648_00087,Nei,Nei,x,x,x
Skattemanntall,1614,"Ume, Angermanland, Trøndelag, Helgeland",Finnebyer,Sverige,Carll Uneson,,Fjellsamer,SE/RA/5121/5121.18/1614: 10,113,https://sok.riksarkivet.se/bildvisning/A0044648_00113,Nei,Nei,x,x,x
Skatt og Leidang,1615,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0007,322,https://media.digitalarkivet.no/view/77110/322,Nei,Nei,x,x,x
Skatt og Leidang,1615,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0008,1,https://media.digitalarkivet.no/view/77111/1,Nei,Nei,x,x,x
Skattemanntall,1615,Pite Lappmark,Finnebyer,Sverige,Hans Nilson,,Fjellsamer,SE/RA/5121/5121.18/1615: 8,13,https://sok.riksarkivet.se/bildvisning/A0044649_00013,Nei,Nei,x,x,x
Skattemanntall,1615,Lule Lappmark,Finnebyer,Sverige,Anders Anderson,,Fjellsamer,SE/RA/5121/5121.18/1615: 8,34,https://sok.riksarkivet.se/bildvisning/A0044649_00034,Nei,Nei,x,x,x
Skattemanntall,1615,Kemi og Torne Lappmark,Finnebyer,Sverige,Reinholt Steger,,Fjellsamer,SE/RA/5121/5121.18/1615: 10,16,https://sok.riksarkivet.se/bildvisning/A0044650_00016,Nei,Nei,x,x,x
Skattemanntall,1615,"Ume, Angermanland, Trøndelag, Helgeland",Finnebyer,Sverige,Carll Uneson,,Fjellsamer,SE/RA/5121/5121.18/1615: 10,51,https://sok.riksarkivet.se/bildvisning/A0044650_00051,Nei,Nei,x,x,x
Skatt og Leidang,1616,Troms og Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0008,284,https://media.digitalarkivet.no/view/77111/284,Nei,Nei,x,x,x
Skattemanntall,1616,Torne Lappmark,Finnebyer,Sverige,Jacob Burmann,,Fjellsamer,SE/RA/5121/5121.18/1616: 8,32,https://sok.riksarkivet.se/bildvisning/A0044652_00032,Nei,Nei,x,x,x
Skattemanntall,1616,Kemi Lappmark,Finnebyer,Sverige,Reinholt Stegers,,Fjellsamer,Asiakirjat. 4988 Kemin Lapin tilikirja  (1616-1616).,11,https://astia.narc.fi/uusiastia/viewer/?fileId=8947962670&aineistoId=1576727492,Nei,Nei,x,x,x
Skattemanntall,1616,Pite Lappmark,Finnebyer,Sverige,Hans Nilson,,Fjellsamer,SE/RA/5121/5121.18/1616: 5,19,https://sok.riksarkivet.se/bildvisning/A0044651_00019,Nei,Nei,x,x,x
Skattemanntall,1616,Lule Lappmark,Finnebyer,Sverige,Anders Anderson,,Fjellsamer,SE/RA/5121/5121.18/1616: 5,34,https://sok.riksarkivet.se/bildvisning/A0044651_00034,Nei,Nei,x,x,x
Skattemanntall,1616,"Ume, Angermanland, Trøndelag, Helgeland",Finnebyer,Sverige,Carll Uneson,,Fjellsamer,SE/RA/5121/5121.18/1616: 8,12,https://sok.riksarkivet.se/bildvisning/A0044652_00012,Nei,Nei,x,x,x
Leidangsmanntall,1616,Ytre Finnmark,Finnebyer,Norge,Claus Cagge,,Sjø- og Østerhavssamer,RA/EA-5023/R/Rb/Rbæ/L0003,122,https://media.digitalarkivet.no/view/77148/122,Nei,Nei,x,x,x
Skatt og Leidang,1617,"Senja, Troms",Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0009,150,https://media.digitalarkivet.no/view/77112/150,Nei,Nei,x,x,x
Manntall,1617,"Senja, Troms",Tingsted,Norge,,,Landskatt,RA/EA-5023/R/Rb/Rbz/L0010,1,https://media.digitalarkivet.no/view/77113/1,Nei,Nei,x,x,x
Skattemanntall,1617,Torne Lappmark,Finnebyer,Sverige,Jacob Burmann,,Fjellsamer,SE/RA/5121/5121.18/1617: 15,20,https://sok.riksarkivet.se/bildvisning/A0044654_00020,Nei,Nei,x,x,x
Skattemanntall,1617,Torne og Kemi Lappmark,Finnebyer,Sverige,Jacob Burmann,,Fjellsamer (Penere enn det andre fra samme år),SE/RA/5121/5121.18/1617: 15,33,https://sok.riksarkivet.se/bildvisning/A0044654_00033,Nei,Nei,x,x,x
Leidangsmanntall,1617,Ytre Finnmark,Finnebyer,Norge,Claus Cagge,,Sjø- og Østerhavssamer,RA/EA-5023/R/Rb/Rbæ/L0003,139,https://media.digitalarkivet.no/view/77148/139,Nei,Nei,x,x,x
Skattemanntall,1617,Ytre Finnmark,Bygder,Norge,Claus Cagge,,Buemenn og Drenger,RA/EA-5023/R/Rb/Rbæ/L0003,157,https://media.digitalarkivet.no/view/77148/157,Nei,Nei,x,x,x
